2547DCE05B132410E054A0369F2E1FE2|BBLAM Smart Messaging Non Marginal 4Step Pay25000BCorp
33A858DC57AD00F9E0540010E05D2C7C|BEM Smart Messaging SMS Pay 2500BCorp
1E79819DEB78488D9178E4AB2E3321F4|TRI PETCH Smart Messaging Pay 25000BCorp
0AD3D7EB5430421F90F2318F7F96D51E|Monsanto Smart Messaging Pay 5600BCorp
1-70ADZHQ|SSP Smart Messaging Free 400SMS For 12Months
20403442F9D82C76E054A0369F2E1FE2|VEC Smart Messaging Pay 7500B Corp
1-5HKT1LM|Millea Life Smart Messaging Pay 4250B 5000SMS Marginal Step
99EC63CA76C842A19FD1846BC2523B23|SME_BCP Smart Messaging SMS 200BCorp
0FC5F93778124617BDCA9E7618C0859E|SME_BCP Smart Messaging SMS 400BCorp
E12777634781006EE04400B5DE06DF2|BMCLY13 Smart Messaging 2500B 3300SMS 0.75B 12Months
E1277747EBC50043E04400B5DE06DF2|BMCLY13 Smart Messaging 900B 1000SMS 0.90B 12Months
A06B937E01034AC7995A1C027836EA98|Shell Smart Messaging Pay Per Use Corp
3B2EFED524E83438E05400144FFBC104|Thanachart Bank Smart Messaging Pay Per Use Corp
EBFF7B83D722555E04400B5DE06DF2|Thanachart BankY13 Smart Messaging Special 0.36B 24Months
BB94CB07EDB166BE04400B5DE06DF2|GSB Y2012 Smart Messaging 1400B 2000SMS 0.70B 12Months
376DCBB6DC685DC1E05400144FFBC104|GMM CJO Shopping Smart Messaging SMS Pay 4500BCorp
1-70ADZH9|SMEs Smart Messaging Pay 200B 150SMS Then 1.5 12Months
1-6NSO0RH|SMEs Smart Messaging Pay 28000B 40000SMS Marginal Step
1-6NSGAWB|SMEs Smart Messaging Pay 4250B 5000SMS Marginal Step
ED06417867794D87B5E5FDD162FC8566|SCB Smart Messaging 0.082B PayPerUseCorp
5357DE15BFB542B7A6A0D55DEC5FF75C|SCB Smart Messaging 0.16B PayPerUseCorp
287DD6EDA8A038AE054A0369F2E1FE2|SCB Smart Messaging MMS Pay Per Use Corp
1-5XMJYT0|SCB Smart Messaging Special 0.42B 24Months
CD6DED2043931D3E04400B5DE06DF2|SCBY2012 Smart Messaging Special 0.32B For 24Months
1-5E25M20|SCG Smart Messaging Special 0.80B
